State Electorate,Location,Main risk,Supports,Description,Longitude,Latitude
"BELMONT, EM","Brearley Ave, Perth Airport","Unsafe or poor pedestrian crossing",0,"Congestion of cars dropping off passengers then having to wait for pedestrians to cross as t crosswalk blocks traffic flow. Perhaps the pedestrians should have an overpass so they are separated from the vehicles and thus reducing congestion. Why hasn't Perth airport thought of this here and at T1 & T2 ??",115.9601944685,-31.9328293198
"BELMONT, EM","Horrie Miller Dr, Perth Airport","Unsafe or poor pedestrian crossing",0,"Congestion of cars dropping off passengers then having to wait for pedestrians to cross as the crosswalks blocks traffic flow. Perhaps the pedestrians should have an overpass so they are separated from the vehicles and thus reducing congestion. Why hasn't Perth airport thought of this here and at T1, T2 & T3+4 ??",115.9733480215,-31.9426920289
"BELMONT, EM","Sugarbird Lady Rd, Perth Airport","Unsafe or poor pedestrian crossing",0,"Congestion of cars dropping off passengers then having to wait for pedestrians to cross as the crosswalks blocks traffic flow. Perhaps the pedestrians should have an overpass so they are separated from the vehicles and thus reducing congestion. Why hasn't Perth airport thought of this here and at T1, T2, T3+4??",115.9723824263,-31.9452411838
"BELMONT, EM","Airport Dr, Perth Airport","Unsafe or poor pedestrian crossing",0,"Pedestrians have risks trying to cross here with as round about and high traffic volumes approaching they cant always safely cross the road to access the carpark. Perhaps a pedestrian underpass may have been better here.",115.97230196,-31.9486573958
"BELMONT, EM","Stirling Cres, Hazelmere","Poor road markings or no edge-lines",0,"semi trialers fialing to give way to other vehicles, cyclists being knocked off there bikes buy cars and trucks taxi drivers fialing to give way to vehicles and cyclist alike B G C cemnet trucks fialing to give way and speeding through the intersectio",116.0096812248,-31.9108239035
"BELMONT, EM","Airport Dr, Perth Airport","Poor or confusing signage",0,"Driving to/from Perth airports particularly Terminal 1 can be risky especially at night. Road signage is above headlight beam cut-off and is poorly illuminated from down-facing street lights. Drivers were seen making sudden lane changes at roundabouts which can lead to mishap. Those signs need to be clearly legible and should not have more than one destination without well-defined separator.  It would be helpful to have terminal numbers painted on the roads.",115.9697914124,-31.9522350645
"BELMONT, EM","150 President St, Kewdale","Inadequate rest or stopping areas",0,"Very popular school here which requires better traffic management, needs an bigger school drop off pick up area and paid traffic managers. The school times block the round about at Jeffry Street and cause issues at Orong Road. ",115.9339249134,-31.9807285413
"BELMONT, EM","Bushmead Rd, Hazelmere","Other",0,"This roundabout was initially a good idea, however there are too many trucks taking this intersection to join Gt Eastern Hwy Bypass to go to other main roads. This intersection was never built for all the traffic it gathers now. And very difficult to negotiate as a cyclist. Very poor planning combined with Stirling Crescent blocked by the lights on the bypass. A nightmare in the making.",116.0094022751,-31.9107510442
"BELMONT, EM","3 & Great Eastern Highway Byp, Hazelmere","Distraction issues",3,"i have seen goats",116.014509201,-31.9162153304
"BELMONT, EM","Alexander Rd, Belmont","Area requires lights/roundabout",5,"",115.93946367506072,-31.951493142065374
"BELMONT, EM","Abernethy Rd & Gabriel St, Cloverdale","Little chance to turn/cross traffic",1,"Accidents, near misses",115.9405157173,-31.9661344398
"BELMONT, EM","Abernethy Rd & Keane St, Cloverdale","Little chance to turn/cross traffic",0,"",115.9430782467,-31.9682690952
"BELMONT, EM","Abernethy Rd, Hazelmere","Tight curves or blind crests",0,"Cars coming up the inside of trucks going straight and trying to overtake them when some trucks have little room to get round the roundabout. I have even seen cars go up on the roundabout as they were nearly collected by the truck.",115.9994405508,-31.9214789525
"BELMONT, EM","Abernethy Rd, Hazelmere","Confusing layout",0,"Where west bound traffic comes onto Abernathy and there is a merging lane for traffic turning onto Abernathy at the lights from Easterly direction off Great Eastern Hwy bypass impatient drivers try to use this lane to overtake trucks and find it is way too short as it is a merging lane.",116.0011196136,-31.9183098874
"BELMONT, EM","Coolgardie Ave & Henderson Ave, Redcliffe","Poor or confusing signage",0,"Travelling along Marriot Rd towards  Scott st in Boya, there is no sign to tell you you are approaching a t junction, it is poorly lit.  A person approaching at speed or even normal speed could quite easily come on to Scott St without even realizing it.  Very dangerous indeed.  There isn't a give way sign, or any indication whatsoever of the approaching danger.  .  please do attend to this very dangerous intersection.  I travel there to see my son who uses the intersection twice daily.",115.9531402588,-31.9332982378
"BELMONT, EM","8, Burswood","Other",0,"https://howmanydayssincebayswaterbridgehasbeenhit.com/contact.html Despite the numerous signs warning truck drivers, this bridge has stood the numerous tests! ",115.9037017822,-31.9587163894
"BELMONT, EM","Brighton Rd & Great Eastern Hwy, Rivervale","Poorly timed traffic light system",0,"At non-peak times, turning right here from Brighton Road onto Great Eastern Highway can take a long time. For example late at night with nil traffic.",115.9069416376,-31.9557400575
"BELMONT, EM","Military Rd, Hazelmere","Little chance to turn/cross traffic",0,"",116.0148351043,-31.9106219564
"BELMONT, EM","Bushmead Rd & Military Rd, Hazelmere","Area requires lights/roundabout",2,"It is extremely dangerous turning right from Military Road into Bushmead Road because traffic travelling west in Bushmead Road appear suddenly from the hump-bridge over Roe Highway, making it difficult to turn safely, particularly when traffic turning left from Military Road is partially blocking the view in that direction.",116.01472377780006,-31.91076925900001
"BELMONT, EM","94 & Great Eastern Highway Byp, Hazelmere","Other",0,"The intersection is part of primary road freight route and negotiated by many large articulated trucks  and should be grade separated in the short term",116.012878418,-31.9198215815
"BELMONT, EM","Stirling Cres, Hazelmere","Poor road surface quality",0,"",116.0074013472,-31.9215358671
"BELMONT, EM","Lakes Rd & Stirling Cres, Hazelmere","Poor road surface quality",0,"Heavy traffic makes it hard to get onto Stirling Cres. Needs filter lanes, roundabout or traffic lights",116.0087639093,-31.9150883479
"BELMONT, EM","1, Redcliffe","Vehicles travel over the speed limit",0,"There are traffic lights at the intersection of Great Eastern Highway and Brearley Ave.  Great Eastern Highway merges from two northbound lanes to one immediately after these lights.  There is little room to merge and motorists race to get ahead of the other merging vehicle creating major traffic hazards.",115.9419071674,-31.931964319
"BELMONT, EM","1 & Fauntleroy Ave, Redcliffe","Other",0,"Due to no turning arrows from Fauntleroy in either direction, either inattentive or careless drivers turning right are not giving way first to traffic turning left from the opposite side. ",115.9519332647,-31.9257565618
"BELMONT, EM","Central Ave, Perth Airport","Poor road markings or no edge-lines",0,"Road turns into 2 lanes in the middle of the roundabout. Many cars are confused by the added lane on turning",115.9507745504,-31.9354743504
"BELMONT, EM","Newey St & Surrey Rd, Rivervale","Poor or confusing signage",0,"The intersection of Newey St and Surrey Rd is confusing as the give way signage does not make it clear who has right of way ",115.9077183169,-31.9592716135
"BELMONT, EM","Dunreath Dr, Perth Airport","Confusing layout",0,"Lane added in the middle of the roundabout causes issues with many people getting confused about where to drive. Lots of near misses",115.9516865015,-31.9338354419
"BELMONT, EM","Morrison St & Parkview Pde, Redcliffe","Tight curves or blind crests",0,"Coming up from Sanderson St to turn right or left to Collier road is dangerous. It is on the top of the crest.  You can see the cars coming from the left from far but on the right seeing car coming up have to be careful as it is on the crest and visibility is poor  when they are near the crest cars can be visible.",115.9497070312,-31.9416746232
"BELMONT, EM","8, Rivervale","Other",0,"As vehicles merge into the Graham Farmer freeway from the Great Eastern Highway the speed limit is too high for the camber of the road, I've seen many cars almost lose control and veer into the next lane.",115.9022024274,-31.9572690545
"BELMONT, EM","Goodwood Pde & Griffiths St, Burswood","Tight curves or blind crests",0,"If turning right on to Goodwood Parade it is extremely difficult to see traffic.",115.9004294872,-31.9588165186
"BELMONT, EM","Abernethy Rd & Grogan Rd, High Wycombe","Other",4,"There is no feeder lane for vehicles turning right into Grogan Rd , constant rear end crashes here .  power pole needs moving to allow feeder lane to be made to allow us to safely turn into Grogan. And wait in que to turn .  ",115.9884247184,-31.9509651446
"BELMONT, EM","Abernethy Rd, Hazelmere","Narrow road, lanes or bridges",0,"Road rage here all day every day ,  Two lanes entering  roundabout that go into single lane immediately as you exit .   (dont ask me  why , im not a road engineer ! ) ",115.9993895888,-31.9211146977
"BELMONT, EM","3 & 94, Hazelmere","Other",0,"Traffic turning right off roe into bypass fills the turning feeder lanes . Right hand lane of Roe then banks up toward midland even on top of bridge . i have seen rear end crashes (dozens) and idiots making a third lane when turning right at lights cutting off the left feeder turning traffic . this twin feeder lane needs to be made as far back as possible to the overpass bridge . Camera to catch the idiots cutting off the two lanes of turning traffic .",116.0147720575,-31.9159056962
"BELMONT, EM","Paltridge Rd, Perth Airport","Vegetation/objects block visibility",0,"Airport carpark sign blocks visibility for vehicles exiting carpark .  about 4 near misses here with cars pulling out on you because sign blocks their vision of on comming .   solution relocate signage or have sign with see through base as in two posts not solid base section.",115.970338583,-31.9556032258
"BELMONT, EM","55 & 7, Cloverdale","Other",0,"Traffic signals too small diameter for the size of the intersection , its a very big intersection and the lights need to be much bigger in size to see at such a distance , there are lots of drivers out there that need glasses but get behind the wheel MR MAGOO ,very poor eyesight . The traffic signals in the center median of the lanes have no signal lights that can be seen from the other side of the intersection , the only lights on them are before the white stop here line .  ",115.9491893649,-31.9735252281
"BELMONT, EM","836-1014 Horrie Miller Dr, Perth Airport","Confusing layout",0,"Entering roundabout from Grogan Road is  an unmarked single lane. Horrie Miller Drive entering  same roundabout is 2 marked lanes. On roundabout the lane splits into 2 lanes at Horrie Miller Drive entry. This sudden split lane on the roundabout causes confusion and safety issues.",115.9728491306,-31.9497862427
"BELMONT, EM","Orrong Rd & President St, Welshpool","Little chance to turn/cross traffic",1,"Countless near misses, with traffic city bound turning into President St., and also traffic from President St. turning onto Orrong Rd city bound.  Poor visibility ( over 220 degrees) makes the turn dangerous ",115.9314787388,-31.9826532728
"BELMONT, EM","407-407 Great Eastern Hwy, Redcliffe","Other",0,"There�۪s been millions spent on the stretch between Tonkin Hway & Faulteroy intersection. Apart from the safe turning now into the airport, which is AWESOME _�ԏ  what�۪s the point when there�۪s three lanes @ Tonkin lights, heading east...merging into two lanes, then the taxis turn right almost instantly, blocking the right lane which means the three lanes go into one lane. STOP the access of turning right along that strip, make the cars do a U-turn at the new massive Faulteroy intersection.",115.9436559677,-31.9309490709
"BELMONT, EM","311-311 Stirling Cres, Hazelmere","Narrow road, lanes or bridges",0,"",116.0086297989,-31.9161242616
"BELMONT, EM","Kurnall Rd & Orrong Rd, Welshpool","Other",0,"Turning cars from Orrong Rd toward Kurnall Rd mixed with car from Kurnall Rd that would like crossing the Orrong Rd.",115.9551224113,-31.9956225442
"BELMONT, EM","McDowell St & Orrong Rd, Welshpool","Poorly timed traffic light system",0,"",115.9633111954,-31.9982134488
