Suburb,Location,Main risk,Supports,Description,Longitude,Latitude
"Capel","1441-1441 Bussell Hwy, Capel","Confusing layout",0,"The constant change from one to two lanes is confusing to motorists especially at night",115.5404663086,-33.5631397124
"Capel","10, Capel","Lacks overtaking opportunities",0,"This road should be dual carriage way - it is far too over due.  How many more deaths do we need on these roads!!!",115.5455034971,-33.5588215395
"Capel","10, Capel","Lacks overtaking opportunities",0,"Just recently there was a double fatality in the Capel area of Bussell Highway. Too often there are accidents on this highway.",115.5243301392,-33.575082851
"Capel","Bussell Hwy, Capel","Poor road surface quality",0,"The section of Bussell Highway from Capel to Busselton is currently single lane, transporting up to 30,000 vehicles in the peak season its been a hotspot for fatalities and accidents. The particular section between Capel and Tuart Drive further adds the poor road surface to the mix. The road surface is bumpy due to sinking asphalt on soft sand. Its not uncommon to see the trailers of semi trailer trucks sway into the wrong lane due to the unflat surface. Head on collisions are common.",115.5353164673,-33.5661435315
"Capel","Bussell Hwy, Capel","Lacks overtaking opportunities",2,"I have witnessed numerous near misses because drivers do not understand how and when it is safe to merge after the dual carriageway turns into single carriageway.  I have had to slow down considerably numerous times to avoid a head-on collision when a vehicle travelling in the opposite direction is trying to overtake dangerously or merge when it is obviously too late to do so.  I now actively avoid this road.",115.5302926898,-33.5703697101
"Capel","10, Capel","Narrow road, lanes or bridges",0,"Road inadequate for traffic volume. Ned ti expedite 2X carriageway",115.5469036102,-33.5585622634
"Capel","10, Capel","Narrow road, lanes or bridges",0,"Way too many fatalities along the Capel to Busselton stretch of Bussell Hwy",115.523622036,-33.5830380667
"Capel","1441-1441 Bussell Hwy, Capel","Other",0,"bussel HWY  needs to be completed with dual landes in both directions, every week there are accidents with deaths on this road the road narrows from 2 lanes and divided to 0ne lane straight at a point where the other opposit direction has over taking lanes...... i do not want to be a statistic for my self or my family on site notorious stretch of road",115.5422687531,-33.5604218813
"Capel","10 & Capel Dr, Capel","Speed limit too high",1,"Hard to cross when the road is busy and some people have sped up to make up time after the double lanes if they have been held up on the single lane south of Capel",115.5615001917,-33.5423492589
"Capel","Bussell Hwy, Capel","Lacks overtaking opportunities",0,"far to many crashes and deaths",115.5322265625,-33.5688611826
"Capel","3-3 Bussell Hwy, Capel","Narrow road, lanes or bridges",0,"This road is an exemely dangerous road, where multiple accidents have occurred!",115.5345010757,-33.5666620373
"Capel","Bussell Hwy, Capel","Lacks median strip/traffic separation",2,"This is a horrible road! Can be extremely busy with trucks and caravans causing road rage and people to make risky decision. Not uncommon for traffic to come to a walking speed during busy times.",115.5379833505,-33.5641401982
"Capel","2890-2890 Bussell Hwy, Capel","Lacks overtaking opportunities",0,"High tourist area with camper trailers and caravans mixing with trucks and high volume traffic traveling between Busselton and Bunbury.  This section of road should be dual carriageway.",115.5283641815,-33.571793289
"Capel","2833-2833 Bussell Hwy, Capel","Lacks overtaking opportunities",0,"Need dual carriageway between Capel and Busselton",115.5253601074,-33.5803029854
"Capel","Bussell Hwy, Capel","Narrow road, lanes or bridges",0,"Need to have a dual carriageway",115.5274200439,-33.5728659861
"Capel","1441-1441 Bussell Hwy, Capel","Narrow road, lanes or bridges",0,"Poor undulating surface. Single lane with very high traffic volume",115.5411529541,-33.5612443919
"Capel","Bussell Hwy, Capel","Narrow road, lanes or bridges",0,"Bad road surface going from/to dual carriageway to single lane",115.5330848694,-33.5690042145
"Capel","Bussell Hwy, Capel","Other",0,"Dual carriage into single lanes, bottleneck effect",115.5335998535,-33.5682890526
"Capel","Bussell Highway","Narrow road, lanes or bridges",0,"I am nominating the section of road between Capel and Busselton that needs dualling. This section of road is jammed with traffic both ways most days. Drivers take chances overtaking on Double white lines",115.5926513672,-33.5047590692
"Capel","641-641 Forrest Beach Rd, Forrest Beach","Lacks overtaking opportunities",0,"Duel Hwy stops and the inadequate road ex Capel to Busselton MUST be upgraded to a dual Hwy as is both N and S of this area. Many crashes , som e fatal",115.5452728271,-33.5608510183
"Capel","3-3 Bussell Hwy, Capel","Lacks overtaking opportunities",1,"Road needs to be a dual carriageway",115.5322265625,-33.5642840368
"Capel","10 & Capel Dr, Capel","Speed limit too high",1,"Cars trying to Merge with 110 km traffic from standing start. Risky behaviour by motorists travelling south as road narrows in 500 m. Little chance to cross traffic or merge on long weekends holiday times as traffic flow is too heavy.",115.5533757806,-33.55183646
"Capel","1441-1441 Bussell Hwy, Capel","Other",0,"Traffic speeding up to pass slower traffic before road changes to 1 lane. First section of single road coming south some people are distracted and don�۪t realise the change to one lane! The road is very bumpy!",115.5446907878,-33.5589712934
"Capel","10, Capel","Narrow road, lanes or bridges",0,"Tourists on S/W roads drive 10klm below speed limit so when hwy narrows to 1 lane just sth of Capel they r still doing 90-100 n have been bottlenecked from a 2 lane hwy to a single lane where there is no separation with on coming traffic.",115.5463027954,-33.5588483611
"Capel","1441-1441 Bussell Hwy, Capel","Lacks overtaking opportunities",2,"Too much traffic in single lanes before dual carriageway. Lots of large trucks, buses, caravans and cars local and tourists. Congested and impatient going from dual carriageway to single for all commercial vehicles entering and waiting for dual carriageway. Significant delay issues to whole of lower SW whenever traffic accident occurs particularly with log & animal carrying trucks",115.5439639091,-33.5594205536
"Capel","Bussell Hwy, Capel","Lacks overtaking opportunities",1,"Huge traffic volumes, heading south, confusion as to whether it is single lane or dual.The road quality is poor in sections very rough due to high traffic, major truck route and the road was constructed over wetlands causing the subsidence. It needs frequent resurfacing",115.5291366577,-33.5714714773
"Capel","10, Capel","Lacks median strip/traffic separation",0,"Several accidents at this intersection",115.5562698841,-33.5490310931
