Perth Metropolitan Area,Location,Main risk,Supports,Description,Longitude,Latitude
"Gosnells","Sevenoaks St & William St, Beckenham","Little chance to turn/cross traffic",6,"Not only is hard to turn right into William Street. Many times you will have to wait until a train is pulling into Beckenham Railway station to be able to cross if the cars allow. On the Railway Parade side of the crossing is a petrol station and Mondays being cheap petrol day the queues for petrol flow onto William Street then bank up to the railway line. There has been many accidents in this area.",115.9543204308,-32.0229950836
"Gosnells","Nicholson Rd, Canning Vale","Little chance to turn/cross traffic",1,"I have seen several times at school times (8-9 am and 2.30 - 4PM)  school children, people and cars at risk of big accident included someone may died. Solution: drop speed to 50k before intersection. A permanent traffic light at intersection for people to manage when crossing. A big, big round about. Remove those people (old people) helping to cross at school time because they also are at risk. Make small bridge, probably best solution. ",115.9182983637,-32.0871332643
"Gosnells","Astley St & Dorothy St, Gosnells","Little chance to turn/cross traffic",0,"traffic turning right from Astley St onto Albany Highway needs a turn arrow  . many drivers sometimes up to 3  turn when the light is already red  crossing in front of the green light on Albany Highway  There is also the bank up from the railway crossing on Dorothy St  which can leave cars backed up on both lanes of the highway",116.0105502605,-32.0727700743
"Gosnells","Fremantle Rd & King St, Gosnells","Tight curves or blind crests",0,"Round about is very poorly designed and far too small and tight. Two lanes into one through the roundabout then back to two lanes .Roundabout is offset ,making the exit from King st into Fremantle rd dangerous due to lack of vision down Fremantle rd in both directions.  Once again the camber of the road is extreme.",115.9909272194,-32.0679015317
"Gosnells","27 Dorothy St, Gosnells","Area requires lights/roundabout",0,"I met with an accident on this roundabout couple of years ago and it was not my mistake, someone came and hit my vehicle from the wrong side when i was crossing the roundabout and since then i try to avoid this road. I believe there should be traffic light on this intersection as the lanes are too narrow and because of being very near to another set of lights and train signal lot of traffic builds up when it's busy.",116.0002344847,-32.0737928444
"Gosnells","30 & Highbury Cres, Beckenham","Area requires lights/roundabout",0,"Alot of people do u-turns here and people turning don�۪t realise and end in accidents. Also it gets so busy no one can turn right out of highbury crescent",115.9471535683,-32.0271997456
"Gosnells","Albany Hwy & Kelvin Rd, Maddington","Other",0,"The traffic lights have a ���no right turn�۝ signal activated during peak time for traffic wishing to turn off the highway into Olga Rd/Kelvin rd. The problem is drivers just go through the lights, then use access to driveways on the right to turn. These  within 50m of the lights, causing traffic on Albany highway to grind to a halt. Problem is compounded by new access points to car dealerships and very little separation between traffic directions on the highway (only room for a double solid line).",115.9838783741,-32.0509437067
"Gosnells","30 & William St, Beckenham","Little chance to turn/cross traffic",7,"Coming from Kenwick Link through intersection at Albany Hwy onto William's St and you need to get into the left lane quickly to turn left into major shopping precinct is extremely dangerous as cars heading south on Albany Hwy turning left onto William's St should be made to give way instead they have a slip lane which is very dangerous for people coming through from Kenwick Link trying to get into the left lane.  It's like running the gauntlet for the sake of a giveaway sign to make it safer.",115.9491458163,-32.0273491833
"Gosnells","Spencer Rd & Wilfred Rd, Thornlie","Confusing layout",0,"Many accidents and near misses",115.9508657455,-32.044932699
"Gosnells","3, Langford","Other",0,"The lead on to the Roe Highway from Nicholson Road has two major safety fault being 1 speed increase sign too far down the run on and 2 the run on is too short - This peice of road has double trailered semi trailers coming from Bannister Road on to the Roe and vehicles enter the roe at up to 60kmh below the given speed limit causing heavy braking to traffic on Roe as well as crashes - needs to be longer use to use daily until last january",115.9324282408,-32.0528987905
"Gosnells","Lissiman St & Main St, Gosnells","Confusing layout",2,"Traffic fails to stop on Lissiman, near misses on Main St. Cyclists and pedestrians dodging traffic which doesn't know how to navigate the intersection. Plus trains. A catastrophy waiting to happen. ",115.9993908111,-32.0707173726
"Gosnells","30 & 31, Beckenham","Other",1,"Motorists continually run red lights needs cameras",115.945172199,-32.0269809624
"Gosnells","13 & Nicholson Rd, Canning Vale","Poorly timed traffic light system",0,"Very short time for green trafic light",115.917724371,-32.0892557341
"Gosnells","4 & Champion Dr, Champion Lakes","Poorly timed traffic light system",0,"",115.9833951115,-32.1150985813
"Gosnells","129-163 Chamberlain St, Gosnells","Vehicles travel over the speed limit",0,"From verna street to the 1st roundabout on Chamberlain street, it is straight & cars speed, some over 100km per hour. Some are so fast that you can feel the impact through the house. One day a car will hit a child or crash into house. I feel we need some bumps or round about near the end part of road to slow down",115.9857130051,-32.0939913457
"Gosnells","Nicholson Rd, Canning Vale","Confusing layout",0,"The South bound approach has two right turning lanes which causes confusion. The isssue is now everyone thinks they can turn right from the left lanes from other directions as well. Keep all roundabouts uniformed. Right lane should always be straight and right. Left lane should always be left turn and straight. The more you screw with alternatives idiots gets confused.",115.93786239620003,-32.062191687500004
"Gosnells","Mills Rd W, Martin","Narrow road, lanes or bridges",0,"High traffic, high speeds, very narrow road, no cycling lane or runoff area, poor surface.",116.0132002831,-32.0723746001
"Gosnells","Astley St, Gosnells","Little chance to turn/cross traffic",0,"Intersection desperately requires a green arrow traffic light to allow cars to turn right onto Albany Highway from Dorothy Street.",116.0024043918,-32.0719223029
"Gosnells","2-2 Expedition Dr, Thornlie","Other",0,"When we walk away from the lollipop traffic man inbetween sth Thornlie Primary and sacred heart Primary, towards the roundabout, we stop and check for traffic before we cross Expedition Dr. We can�۪t see if there are any cars turning into Expedition Dr because the house has a tall retaining wall too close to the roundabout ",115.9592342377,-32.0689379939
"Gosnells","30 & Fremantle Rd, Gosnells","Poorly timed traffic light system",0,"Drivers turning right into Albany H'way regularly have to do so against an Amber light.",115.9716796875,-32.0627917835
"Gosnells","Spencer Rd & Yale Rd, Thornlie","Little chance to turn/cross traffic",0,"Not enough time to cross over Spencer Rd travelling towards Roe Highway when traffic is turning right into Spencer Rd.  Lights not timed to give equal time to traffic travelling across Spencer Rd.",115.9547133678,-32.0490886129
"Gosnells","30 & Royal St, Kenwick","Poorly timed traffic light system",0,"More time given to traffic in Rupert / Wimbledon than Spring / Royal where traffic must merge if going both ways across this intersection.",115.967097783,-32.041349404
"Gosnells","Bullfinch St & Southern River Rd, Huntingdale","Little chance to turn/cross traffic",1,"Very difficult to navigate, poorly timed traffic ",115.9731817245,-32.0930824182
"Gosnells","13 & Nicholson Rd, Canning Vale","Confusing layout",0,"",115.918316005,-32.0890992385
"Gosnells","Huntingdale Rd, Huntingdale","Little chance to turn/cross traffic",0,"",115.9615302086,-32.0755383457
"Gosnells","Albany Highway, Maddington ","Little chance to turn/cross traffic",0,"Cars turning right have no turning bay and results in risky behaviour",115.98395107535073,-32.05114507579194
"Gosnells","Harpenden Street, Huntingdale","Vehicles travel over the speed limit",0,"Speeding both day and dight",115.96217153840063,-32.080589604709246
