Perth Metropolitan Area,Location,Main risk,Supports,Description,Longitude,Latitude
"Mundaring","94 & Lionel Rd, Darlington","Area requires lights/roundabout",0,"Chance of collision in middle of intersection.  Oncoming traffic doesn�۪t expect cars to join.  Joiners must start from 0 speed.",116.0818460584,-31.9011353895
"Mundaring","3645-3905 Richardson Rd, Parkerville","Speed limit too high",0,"Highly restricted visibility due to hill crest for vehicles entering Richardson Road from Schoch road and no pedestrian or cyclist paths. Therefore speed limit is too high at 80 kph. I recommend moving the 50kms speed sign to the east westward to cater for this issue and the expanding residential suburb to the east of this area. Move the sign please to make it safe! One death in recent years at this point!",116.154268384,-31.8757013199
"Mundaring","94 & Bilgoman Rd, Glen Forrest","Vegetation/objects block visibility",0,"Difficult to see oncoming vehicles travelling to midland  due to the topography of the land ,  You pull out with vehicles doing 80km plus coming at you.  dangerous situation. ",116.0894715786,-31.9009509449
"Mundaring","201 & 94, Hovea","Little chance to turn/cross traffic",0,"",116.1043149233,-31.9028090364
"Mundaring","Great Eastern Hwy & Hardey Rd, Glen Forrest","Little chance to turn/cross traffic",0,"",116.104336381,-31.9030731739
"Mundaring","Brooking Rd, Mahogany Creek","Tight curves or blind crests",0,"Because of curves to the left as you look at traffic heading into town it is difficult to see if the oncoming traffic is in the near or far lane",116.1307132244,-31.9004089944
"Mundaring","4620-4690 Old Northam Rd, Chidlow","Tight curves or blind crests",0,"hordes of badly behaved cyclists ride more than 2 abreast in the presence of solid white lines in the middle of the road, especially during long weekend holidays.This is general in the Hills, but worse on thes narrow roads",116.2898540497,-31.8501850419
"Mundaring","94 & Waylen Rd","Vegetation/objects block visibility",0,"Vegetation impinges visibility to turn right into Waylon Rd with traffic coming down the hill",116.0730028152,-31.9010602454
"Mundaring","Great Eastern Hwy & Mann St, Mundaring","Little chance to turn/cross traffic",0,"Dangerous to turn right with a lot more traffic with Macdonalds opening in the street",116.163918972,-31.9016613961
"Mundaring","Great Eastern Hwy & Stoneville Rd, Mundaring","Other",0,"I�۪ve nearly been taken out by trucks that run red lights on multiple occasions in the last 6 months. It�۪s a common occurrence after 8pm that trucks will not slow down below 70/80km (it�۪s a 60km speed limit) approaching the lights and run red lights at this intersection in both directions traveling along great eastern Hwy instead of stopping at the lights.",116.1681568623,-31.9019619699
"Mundaring","Morrison Rd, Swan View","Vegetation/objects block visibility",0,"Blind spots for traffic on Morrison Road from vehicles entering roundabout from Talbot Road, leaving very little reaction time.",116.0522317886,-31.8859391043
"Mundaring","450-900 Squarcini Clos, Bailup","Distraction issues",0,"The condition of the road is nothing short of shocking for a main road--pot holed--broken surface--rough and uneven make it it difficult to maintain vehicle control.",116.2875366211,-31.7153176355
"Mundaring","655-655 Fagan St, Sawyers Valley","Poor road surface quality",0,"The condition of the road is nothing short of shocking for a main road--pot holed--broken surface--rough and uneven make it it difficult to maintain vehicle control. Considering it was only constructed a few years back, its obvious the materials used were inferior and cheap for the road to have broken down so badly so soon.",116.25011444090003,-31.889218598800014
"Mundaring","94, Chidlow","Poor road surface quality",0,"The condition of the road is nothing short of shocking for a main road--pot holed--broken surface--rough and uneven make it it difficult to maintain vehicle control. ",116.2790393829,-31.880691670200004
"Mundaring","3591-3591 Toodyay Rd, Bailup","Poor road surface quality",0,"The condition of the road is nothing short of shocking for a main road--pot holed--broken surface--rough and uneven make it it difficult to maintain vehicle control.",116.291077137,-31.712835138400006
"Mundaring","94 & Doconing Rd, The Lakes","Lacks overtaking opportunities",0,"",116.3018703461,-31.861958808
"Mundaring","3, Helena Valley","Little chance to turn/cross traffic",0,"trucks and impatient traffic here blocks drivers from changing lanes, bend blocks view of blocked lanes ahead and lanes seem narrow, concrete wall on median strip is intimidating.",116.0172557831,-31.9065159992
"Mundaring","94, Wooroloo","Speed limit too high",0,"I know that there have been fatalities at the intersection of Great Eastern Hi & Old Northam Road. The problem is poor visibility of oncoming traffic. I avoid this spot if I can.",116.3271903992,-31.8334513147
"Mundaring","Coulston Rd, Boya","Poor road surface quality",0,"When cycling up this hill it curves and vegitation blocks the view of vehicles behind. In addition to this, the road is relatively narrow, and lacks lighting (I'm not advocating putting lighting in, as this would disturb wildlife). Possliby widening the road at the same time as repairng the aweful condition, would allow for a bike lane all the way to the junction.",116.0644626617,-31.918801646
"Mundaring","Old Northam Rd, Chidlow","Tight curves or blind crests",0,"",116.3121700287,-31.8434408764
"Mundaring","94, Wooroloo","Tight curves or blind crests",0,"This is a site of multiple accidents including multiple fatal accidents. This has resulted from poor road design",116.3335311413,-31.82735314
"Mundaring","596 Great Eastern Hwy, Darlington","Other",0,"Big quarry trucks going very slow in the left lane (as they should), but then other big trucks, going slightly faster overtaking the very slow ones, obstructing all normal traffic. Trucks should not even be allowed in the right lane, or at the very least not allowed to overtake in peak hour traffic, Crossing that road is at times almost impossible.",116.0638618469,-31.9001494036
"Mundaring","Leithdale Rd & Oakleigh Rd, Darlington","Other",0,"Vehicles constantly cut the corner turning right into Oakleigh Road and it is a matter of time before there is an accident. Further back on Oakleigh, vehicles cross over single white lines at a curve in the road at speed - another accident waiting to happen",116.081443727,-31.9225967504
"Mundaring","Hartung Ln, Mundaring","Little chance to turn/cross traffic",0,"Stop the access of turning RIGHT coming from Coles/KFC carpark to the lights. Make traffic turn left & go around the roundabout & come back up to the lights.",116.1680978537,-31.9013676525
"Mundaring","7350 Great Eastern Hwy, Mundaring","Little chance to turn/cross traffic",0,"Stop cars from turning right into HJs from Dome side of the road, make them go up to roundabout & come back to enter. Cars in the right hand TURNING LANE go straight through the lights so they can go to HJs. It�۪s dangerous!! Also cars exiting HJs, make them turn left only",116.1681032181,-31.9025517294
